activity_id,molecule_chembl_id,smiles,structure_status,target_chembl_id,target_name,assay_chembl_id,document_chembl_id,data_year,standard_type,standard_relation,standard_value,standard_units,data_validity_comment,activity_comment,assay_type,assay_description,classification_text,classification_bucket
3270501,CHEMBL1094632,CN1CCN(Cc2ccc(-n3cc4cccc(C(N)=O)c4n3)cc2)CC1,smiles_found,CHEMBL612558,ADMET,CHEMBL1115420,CHEMBL1157008,2009,CL,=,2.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes assessed per mg of protein up to 90 mins,intrinsic clearance in mouse liver microsomes assessed per mg of protein up to 90 mins | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3270502,CHEMBL1097627,NC(=O)c1cccc2cn(-c3ccc(CN4CCCCC4)cc3)nc12,smiles_found,CHEMBL612558,ADMET,CHEMBL1115420,CHEMBL1157008,2009,CL,=,3.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes assessed per mg of protein up to 90 mins,intrinsic clearance in mouse liver microsomes assessed per mg of protein up to 90 mins | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3270503,CHEMBL1096641,CN(C)Cc1ccc(-n2cc3cccc(C(N)=O)c3n2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL1115420,CHEMBL1157008,2009,CL,=,1.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes assessed per mg of protein up to 90 mins,intrinsic clearance in mouse liver microsomes assessed per mg of protein up to 90 mins | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3270504,CHEMBL594298,NC(=O)c1cccc2cn(-c3ccccc3)nc12,smiles_found,CHEMBL612558,ADMET,CHEMBL1115420,CHEMBL1157008,2009,CL,=,138.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes assessed per mg of protein up to 90 mins,intrinsic clearance in mouse liver microsomes assessed per mg of protein up to 90 mins | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3303329,CHEMBL1083999,CN(C)CCCCc1ccc(C(C)(C)C)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL1118304,CHEMBL1155463,2010,CL,=,420000.0,mL.min-1.g-1,Outside typical range,,A,Intrinsic clearance in mouse liver microsomes at 2 uM up to 30 mins assessed per mg of protein by HPCL coupled LC/MS/MS analysis,intrinsic clearance in mouse liver microsomes at 2 um up to 30 mins assessed per mg of protein by hpcl coupled lc/ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3303330,CHEMBL1084000,CN(C)CCCCc1ccc(C2(C)COC2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL1118304,CHEMBL1155463,2010,CL,=,43000.0,mL.min-1.g-1,Outside typical range,,A,Intrinsic clearance in mouse liver microsomes at 2 uM up to 30 mins assessed per mg of protein by HPCL coupled LC/MS/MS analysis,intrinsic clearance in mouse liver microsomes at 2 um up to 30 mins assessed per mg of protein by hpcl coupled lc/ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3303331,CHEMBL1084704,CCc1ccc(CCCCN(C)C)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL1118304,CHEMBL1155463,2010,CL,=,520000.0,mL.min-1.g-1,Outside typical range,,A,Intrinsic clearance in mouse liver microsomes at 2 uM up to 30 mins assessed per mg of protein by HPCL coupled LC/MS/MS analysis,intrinsic clearance in mouse liver microsomes at 2 um up to 30 mins assessed per mg of protein by hpcl coupled lc/ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3303332,CHEMBL1082728,CN(C)CCCCc1ccc(C2(O)COC2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL1118304,CHEMBL1155463,2010,CL,=,68000.0,mL.min-1.g-1,Outside typical range,,A,Intrinsic clearance in mouse liver microsomes at 2 uM up to 30 mins assessed per mg of protein by HPCL coupled LC/MS/MS analysis,intrinsic clearance in mouse liver microsomes at 2 um up to 30 mins assessed per mg of protein by hpcl coupled lc/ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3303333,CHEMBL1082729,CN(C)CCCCc1ccc(C2(F)COC2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL1118304,CHEMBL1155463,2010,CL,=,50000.0,mL.min-1.g-1,Outside typical range,,A,Intrinsic clearance in mouse liver microsomes at 2 uM up to 30 mins assessed per mg of protein by HPCL coupled LC/MS/MS analysis,intrinsic clearance in mouse liver microsomes at 2 um up to 30 mins assessed per mg of protein by hpcl coupled lc/ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3303334,CHEMBL1082730,CN(C)CCCCc1ccc(C2COC2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL1118304,CHEMBL1155463,2010,CL,=,27000.0,mL.min-1.g-1,Outside typical range,,A,Intrinsic clearance in mouse liver microsomes at 2 uM up to 30 mins assessed per mg of protein by HPCL coupled LC/MS/MS analysis,intrinsic clearance in mouse liver microsomes at 2 um up to 30 mins assessed per mg of protein by hpcl coupled lc/ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3303335,CHEMBL1084953,CN(C)CCCC(C)(C)c1ccc(C(C)(C)C)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL1118304,CHEMBL1155463,2010,CL,=,500000.0,mL.min-1.g-1,Outside typical range,,A,Intrinsic clearance in mouse liver microsomes at 2 uM up to 30 mins assessed per mg of protein by HPCL coupled LC/MS/MS analysis,intrinsic clearance in mouse liver microsomes at 2 um up to 30 mins assessed per mg of protein by hpcl coupled lc/ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3303336,CHEMBL1086250,CN(C)CCCC1(c2ccc(C(C)(C)C)cc2)COC1,smiles_found,CHEMBL612558,ADMET,CHEMBL1118304,CHEMBL1155463,2010,CL,=,150000.0,mL.min-1.g-1,Outside typical range,,A,Intrinsic clearance in mouse liver microsomes at 2 uM up to 30 mins assessed per mg of protein by HPCL coupled LC/MS/MS analysis,intrinsic clearance in mouse liver microsomes at 2 um up to 30 mins assessed per mg of protein by hpcl coupled lc/ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3303337,CHEMBL1084001,CN(C)CCC(C)(C)Cc1ccc(C(C)(C)C)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL1118304,CHEMBL1155463,2010,CL,=,220000.0,mL.min-1.g-1,Outside typical range,,A,Intrinsic clearance in mouse liver microsomes at 2 uM up to 30 mins assessed per mg of protein by HPCL coupled LC/MS/MS analysis,intrinsic clearance in mouse liver microsomes at 2 um up to 30 mins assessed per mg of protein by hpcl coupled lc/ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3303338,CHEMBL1084002,CN(C)CCC1(Cc2ccc(C(C)(C)C)cc2)COC1,smiles_found,CHEMBL612558,ADMET,CHEMBL1118304,CHEMBL1155463,2010,CL,=,13000.0,mL.min-1.g-1,Outside typical range,,A,Intrinsic clearance in mouse liver microsomes at 2 uM up to 30 mins assessed per mg of protein by HPCL coupled LC/MS/MS analysis,intrinsic clearance in mouse liver microsomes at 2 um up to 30 mins assessed per mg of protein by hpcl coupled lc/ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3303339,CHEMBL1084277,CN(C)CC(C)(C)CCc1ccc(C(C)(C)C)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL1118304,CHEMBL1155463,2010,CL,=,860000.0,mL.min-1.g-1,Outside typical range,,A,Intrinsic clearance in mouse liver microsomes at 2 uM up to 30 mins assessed per mg of protein by HPCL coupled LC/MS/MS analysis,intrinsic clearance in mouse liver microsomes at 2 um up to 30 mins assessed per mg of protein by hpcl coupled lc/ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3303340,CHEMBL1084278,CN(C)CC1(CCc2ccc(C(C)(C)C)cc2)COC1,smiles_found,CHEMBL612558,ADMET,CHEMBL1118304,CHEMBL1155463,2010,CL,=,380000.0,mL.min-1.g-1,Outside typical range,,A,Intrinsic clearance in mouse liver microsomes at 2 uM up to 30 mins assessed per mg of protein by HPCL coupled LC/MS/MS analysis,intrinsic clearance in mouse liver microsomes at 2 um up to 30 mins assessed per mg of protein by hpcl coupled lc/ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3303341,CHEMBL1084279,CN(C)C(C)(C)CCCc1ccc(C(C)(C)C)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL1118304,CHEMBL1155463,2010,CL,=,420000.0,mL.min-1.g-1,Outside typical range,,A,Intrinsic clearance in mouse liver microsomes at 2 uM up to 30 mins assessed per mg of protein by HPCL coupled LC/MS/MS analysis,intrinsic clearance in mouse liver microsomes at 2 um up to 30 mins assessed per mg of protein by hpcl coupled lc/ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3303342,CHEMBL1085884,CN(C)C1(CCCc2ccc(C(C)(C)C)cc2)COC1,smiles_found,CHEMBL612558,ADMET,CHEMBL1118304,CHEMBL1155463,2010,CL,=,580000.0,mL.min-1.g-1,Outside typical range,,A,Intrinsic clearance in mouse liver microsomes at 2 uM up to 30 mins assessed per mg of protein by HPCL coupled LC/MS/MS analysis,intrinsic clearance in mouse liver microsomes at 2 um up to 30 mins assessed per mg of protein by hpcl coupled lc/ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3303343,CHEMBL1085885,CC1(C)CCN1Cc1ccc2c(c1)OCO2,smiles_found,CHEMBL612558,ADMET,CHEMBL1118304,CHEMBL1155463,2010,CL,=,14000.0,mL.min-1.g-1,Outside typical range,,A,Intrinsic clearance in mouse liver microsomes at 2 uM up to 30 mins assessed per mg of protein by HPCL coupled LC/MS/MS analysis,intrinsic clearance in mouse liver microsomes at 2 um up to 30 mins assessed per mg of protein by hpcl coupled lc/ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3303344,CHEMBL1085886,c1cc2c(cc1CN1CCC13COC3)OCO2,smiles_found,CHEMBL612558,ADMET,CHEMBL1118304,CHEMBL1155463,2010,CL,=,26000.0,mL.min-1.g-1,Outside typical range,,A,Intrinsic clearance in mouse liver microsomes at 2 uM up to 30 mins assessed per mg of protein by HPCL coupled LC/MS/MS analysis,intrinsic clearance in mouse liver microsomes at 2 um up to 30 mins assessed per mg of protein by hpcl coupled lc/ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3303345,CHEMBL1085887,O=C1CCN1Cc1ccc2c(c1)OCO2,smiles_found,CHEMBL612558,ADMET,CHEMBL1118304,CHEMBL1155463,2010,CL,=,190000.0,mL.min-1.g-1,Outside typical range,,A,Intrinsic clearance in mouse liver microsomes at 2 uM up to 30 mins assessed per mg of protein by HPCL coupled LC/MS/MS analysis,intrinsic clearance in mouse liver microsomes at 2 um up to 30 mins assessed per mg of protein by hpcl coupled lc/ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3303346,CHEMBL1085888,CC1(C)CN(Cc2ccc3c(c2)OCO3)C1,smiles_found,CHEMBL612558,ADMET,CHEMBL1118304,CHEMBL1155463,2010,CL,=,16000.0,mL.min-1.g-1,Outside typical range,,A,Intrinsic clearance in mouse liver microsomes at 2 uM up to 30 mins assessed per mg of protein by HPCL coupled LC/MS/MS analysis,intrinsic clearance in mouse liver microsomes at 2 um up to 30 mins assessed per mg of protein by hpcl coupled lc/ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3303347,CHEMBL1085889,c1cc2c(cc1CN1CC3(COC3)C1)OCO2,smiles_found,CHEMBL612558,ADMET,CHEMBL1118304,CHEMBL1155463,2010,CL,=,7000.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 2 uM up to 30 mins assessed per mg of protein by HPCL coupled LC/MS/MS analysis,intrinsic clearance in mouse liver microsomes at 2 um up to 30 mins assessed per mg of protein by hpcl coupled lc/ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3303349,CHEMBL1084605,CC1(C)CCCN1Cc1ccc2c(c1)OCO2,smiles_found,CHEMBL612558,ADMET,CHEMBL1118304,CHEMBL1155463,2010,CL,=,13000.0,mL.min-1.g-1,Outside typical range,,A,Intrinsic clearance in mouse liver microsomes at 2 uM up to 30 mins assessed per mg of protein by HPCL coupled LC/MS/MS analysis,intrinsic clearance in mouse liver microsomes at 2 um up to 30 mins assessed per mg of protein by hpcl coupled lc/ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3303350,CHEMBL1086361,c1cc2c(cc1CN1CCCC13COC3)OCO2,smiles_found,CHEMBL612558,ADMET,CHEMBL1118304,CHEMBL1155463,2010,CL,=,74000.0,mL.min-1.g-1,Outside typical range,,A,Intrinsic clearance in mouse liver microsomes at 2 uM up to 30 mins assessed per mg of protein by HPCL coupled LC/MS/MS analysis,intrinsic clearance in mouse liver microsomes at 2 um up to 30 mins assessed per mg of protein by hpcl coupled lc/ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3303351,CHEMBL1086122,O=C1CCCN1Cc1ccc2c(c1)OCO2,smiles_found,CHEMBL612558,ADMET,CHEMBL1118304,CHEMBL1155463,2010,CL,=,16000.0,mL.min-1.g-1,Outside typical range,,A,Intrinsic clearance in mouse liver microsomes at 2 uM up to 30 mins assessed per mg of protein by HPCL coupled LC/MS/MS analysis,intrinsic clearance in mouse liver microsomes at 2 um up to 30 mins assessed per mg of protein by hpcl coupled lc/ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3303352,CHEMBL1086123,CC1(C)CCN(Cc2ccc3c(c2)OCO3)C1,smiles_found,CHEMBL612558,ADMET,CHEMBL1118304,CHEMBL1155463,2010,CL,=,39000.0,mL.min-1.g-1,Outside typical range,,A,Intrinsic clearance in mouse liver microsomes at 2 uM up to 30 mins assessed per mg of protein by HPCL coupled LC/MS/MS analysis,intrinsic clearance in mouse liver microsomes at 2 um up to 30 mins assessed per mg of protein by hpcl coupled lc/ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3303353,CHEMBL1086124,c1cc2c(cc1CN1CCC3(COC3)C1)OCO2,smiles_found,CHEMBL612558,ADMET,CHEMBL1118304,CHEMBL1155463,2010,CL,=,27000.0,mL.min-1.g-1,Outside typical range,,A,Intrinsic clearance in mouse liver microsomes at 2 uM up to 30 mins assessed per mg of protein by HPCL coupled LC/MS/MS analysis,intrinsic clearance in mouse liver microsomes at 2 um up to 30 mins assessed per mg of protein by hpcl coupled lc/ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3303354,CHEMBL1086125,O=C1CCN(Cc2ccc3c(c2)OCO3)C1,smiles_found,CHEMBL612558,ADMET,CHEMBL1118304,CHEMBL1155463,2010,CL,=,580000.0,mL.min-1.g-1,Outside typical range,,A,Intrinsic clearance in mouse liver microsomes at 2 uM up to 30 mins assessed per mg of protein by HPCL coupled LC/MS/MS analysis,intrinsic clearance in mouse liver microsomes at 2 um up to 30 mins assessed per mg of protein by hpcl coupled lc/ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3303355,CHEMBL1086126,CC1(C)CCCCN1Cc1ccc2c(c1)OCO2,smiles_found,CHEMBL612558,ADMET,CHEMBL1118304,CHEMBL1155463,2010,CL,=,18000.0,mL.min-1.g-1,Outside typical range,,A,Intrinsic clearance in mouse liver microsomes at 2 uM up to 30 mins assessed per mg of protein by HPCL coupled LC/MS/MS analysis,intrinsic clearance in mouse liver microsomes at 2 um up to 30 mins assessed per mg of protein by hpcl coupled lc/ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3303356,CHEMBL1086127,c1cc2c(cc1CN1CCCCC13COC3)OCO2,smiles_found,CHEMBL612558,ADMET,CHEMBL1118304,CHEMBL1155463,2010,CL,=,230000.0,mL.min-1.g-1,Outside typical range,,A,Intrinsic clearance in mouse liver microsomes at 2 uM up to 30 mins assessed per mg of protein by HPCL coupled LC/MS/MS analysis,intrinsic clearance in mouse liver microsomes at 2 um up to 30 mins assessed per mg of protein by hpcl coupled lc/ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3303357,CHEMBL1085466,O=C1CCCCN1Cc1ccc2c(c1)OCO2,smiles_found,CHEMBL612558,ADMET,CHEMBL1118304,CHEMBL1155463,2010,CL,=,39000.0,mL.min-1.g-1,Outside typical range,,A,Intrinsic clearance in mouse liver microsomes at 2 uM up to 30 mins assessed per mg of protein by HPCL coupled LC/MS/MS analysis,intrinsic clearance in mouse liver microsomes at 2 um up to 30 mins assessed per mg of protein by hpcl coupled lc/ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3303358,CHEMBL1086128,CC1(C)CCCN(Cc2ccc3c(c2)OCO3)C1,smiles_found,CHEMBL612558,ADMET,CHEMBL1118304,CHEMBL1155463,2010,CL,=,89000.0,mL.min-1.g-1,Outside typical range,,A,Intrinsic clearance in mouse liver microsomes at 2 uM up to 30 mins assessed per mg of protein by HPCL coupled LC/MS/MS analysis,intrinsic clearance in mouse liver microsomes at 2 um up to 30 mins assessed per mg of protein by hpcl coupled lc/ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3303359,CHEMBL1086365,c1cc2c(cc1CN1CCCC3(COC3)C1)OCO2,smiles_found,CHEMBL612558,ADMET,CHEMBL1118304,CHEMBL1155463,2010,CL,=,55000.0,mL.min-1.g-1,Outside typical range,,A,Intrinsic clearance in mouse liver microsomes at 2 uM up to 30 mins assessed per mg of protein by HPCL coupled LC/MS/MS analysis,intrinsic clearance in mouse liver microsomes at 2 um up to 30 mins assessed per mg of protein by hpcl coupled lc/ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3303360,CHEMBL1086366,O=C1CCCN(Cc2ccc3c(c2)OCO3)C1,smiles_found,CHEMBL612558,ADMET,CHEMBL1118304,CHEMBL1155463,2010,CL,=,120000.0,mL.min-1.g-1,Outside typical range,,A,Intrinsic clearance in mouse liver microsomes at 2 uM up to 30 mins assessed per mg of protein by HPCL coupled LC/MS/MS analysis,intrinsic clearance in mouse liver microsomes at 2 um up to 30 mins assessed per mg of protein by hpcl coupled lc/ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3303361,CHEMBL1086367,CC1(C)CCN(Cc2ccc3c(c2)OCO3)CC1,smiles_found,CHEMBL612558,ADMET,CHEMBL1118304,CHEMBL1155463,2010,CL,=,31000.0,mL.min-1.g-1,Outside typical range,,A,Intrinsic clearance in mouse liver microsomes at 2 uM up to 30 mins assessed per mg of protein by HPCL coupled LC/MS/MS analysis,intrinsic clearance in mouse liver microsomes at 2 um up to 30 mins assessed per mg of protein by hpcl coupled lc/ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3303362,CHEMBL1086368,c1cc2c(cc1CN1CCC3(CC1)COC3)OCO2,smiles_found,CHEMBL612558,ADMET,CHEMBL1118304,CHEMBL1155463,2010,CL,=,22000.0,mL.min-1.g-1,Outside typical range,,A,Intrinsic clearance in mouse liver microsomes at 2 uM up to 30 mins assessed per mg of protein by HPCL coupled LC/MS/MS analysis,intrinsic clearance in mouse liver microsomes at 2 um up to 30 mins assessed per mg of protein by hpcl coupled lc/ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3303363,CHEMBL1086369,O=C1CCN(Cc2ccc3c(c2)OCO3)CC1,smiles_found,CHEMBL612558,ADMET,CHEMBL1118304,CHEMBL1155463,2010,CL,=,88000.0,mL.min-1.g-1,Outside typical range,,A,Intrinsic clearance in mouse liver microsomes at 2 uM up to 30 mins assessed per mg of protein by HPCL coupled LC/MS/MS analysis,intrinsic clearance in mouse liver microsomes at 2 um up to 30 mins assessed per mg of protein by hpcl coupled lc/ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3303364,CHEMBL1086370,c1cc2c(cc1CN1CC3CC(C1)O3)OCO2,smiles_found,CHEMBL612558,ADMET,CHEMBL1118304,CHEMBL1155463,2010,CL,=,41000.0,mL.min-1.g-1,Outside typical range,,A,Intrinsic clearance in mouse liver microsomes at 2 uM up to 30 mins assessed per mg of protein by HPCL coupled LC/MS/MS analysis,intrinsic clearance in mouse liver microsomes at 2 um up to 30 mins assessed per mg of protein by hpcl coupled lc/ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3303365,CHEMBL1085705,c1cc2c(cc1CN1CCOCC1)OCO2,smiles_found,CHEMBL612558,ADMET,CHEMBL1118304,CHEMBL1155463,2010,CL,=,8000.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 2 uM up to 30 mins assessed per mg of protein by HPCL coupled LC/MS/MS analysis,intrinsic clearance in mouse liver microsomes at 2 um up to 30 mins assessed per mg of protein by hpcl coupled lc/ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3303366,CHEMBL1084433,c1cc2c(cc1CN1CCCCC1)OCO2,smiles_found,CHEMBL612558,ADMET,CHEMBL1118304,CHEMBL1155463,2010,CL,=,18000.0,mL.min-1.g-1,Outside typical range,,A,Intrinsic clearance in mouse liver microsomes at 2 uM up to 30 mins assessed per mg of protein by HPCL coupled LC/MS/MS analysis,intrinsic clearance in mouse liver microsomes at 2 um up to 30 mins assessed per mg of protein by hpcl coupled lc/ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3303367,CHEMBL1085286,c1cc2c(cc1CN1CCCC1)OCO2,smiles_found,CHEMBL612558,ADMET,CHEMBL1118304,CHEMBL1155463,2010,CL,=,18000.0,mL.min-1.g-1,Outside typical range,,A,Intrinsic clearance in mouse liver microsomes at 2 uM up to 30 mins assessed per mg of protein by HPCL coupled LC/MS/MS analysis,intrinsic clearance in mouse liver microsomes at 2 um up to 30 mins assessed per mg of protein by hpcl coupled lc/ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3303368,CHEMBL1085287,c1cc2c(cc1CN1CCC1)OCO2,smiles_found,CHEMBL612558,ADMET,CHEMBL1118304,CHEMBL1155463,2010,CL,=,11000.0,mL.min-1.g-1,Outside typical range,,A,Intrinsic clearance in mouse liver microsomes at 2 uM up to 30 mins assessed per mg of protein by HPCL coupled LC/MS/MS analysis,intrinsic clearance in mouse liver microsomes at 2 um up to 30 mins assessed per mg of protein by hpcl coupled lc/ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3314797,CHEMBL1085509,N#Cc1ccc(S(=O)(=O)N(Cc2ccc(-c3nnn[nH]3)c(F)c2)Cc2ccccc2F)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL1120061,CHEMBL1158601,2010,CL,=,17.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes assessed per mg of protein,intrinsic clearance in mouse liver microsomes assessed per mg of protein | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3388698,CHEMBL1269597,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)[C@H](SCCN(C)C)C(=O)N(C)[C@@H](CC(C)(C)O)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,smiles_found,CHEMBL612558,ADMET,CHEMBL1216214,CHEMBL1212786,2010,CL,=,9000.0,mL.min-1.g-1,,,A,Intrinsic clearance in CD1 mouse liver microsomes at 1 uM after 5 to 30 mins by MS analysis in presence of NADPH,intrinsic clearance in cd1 mouse liver microsomes at 1 um after 5 to 30 mins by ms analysis in presence of nadph | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3388800,CHEMBL160,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,smiles_found,CHEMBL612558,ADMET,CHEMBL1216214,CHEMBL1212786,2010,CL,=,77000.0,mL.min-1.g-1,Outside typical range,,A,Intrinsic clearance in CD1 mouse liver microsomes at 1 uM after 5 to 30 mins by MS analysis in presence of NADPH,intrinsic clearance in cd1 mouse liver microsomes at 1 um after 5 to 30 mins by ms analysis in presence of nadph | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
